district,province,year,flooded,risk_score
Jhelum Valley,AJK,2017,0,0.25397176
Islamabad,ICT,2017,0,0.0019510095
Lahore,Punjab,2018,0,0.07528229
Multan,Punjab,2018,0,0.10936599
Faisalabad,Punjab,2018,0,0.009208374
Rawalpindi,Punjab,2018,0,0.0021052072
Gujranwala,Punjab,2018,0,0.081206955
Sialkot,Punjab,2018,0,0.031269453
Bahawalpur,Punjab,2018,0,0.15706313
Rahim Yar Khan,Punjab,2018,0,0.2272577
DG Khan,Punjab,2018,0,0.100115135
Muzaffargarh,Punjab,2018,0,0.3436425
Gujrat,Punjab,2018,0,0.031778716
Sheikhupura,Punjab,2018,0,0.07353219
Sargodha,Punjab,2018,0,0.0034625726
Jhang,Punjab,2018,0,0.16300403
Kasur,Punjab,2018,0,0.005002389
Okara,Punjab,2018,0,0.0023689577
Sahiwal,Punjab,2018,0,0.0011612661
Pakpattan,Punjab,2018,0,0.0017273393
Bahawalnagar,Punjab,2018,0,0.014798207
Vehari,Punjab,2018,0,0.041292492
Lodhran,Punjab,2018,0,0.15386096
Khanewal,Punjab,2018,0,0.03363193
Chiniot,Punjab,2018,0,0.010769877
Hafizabad,Punjab,2018,0,0.111015804
Narowal,Punjab,2018,0,0.038355008
Nankana Sahib,Punjab,2018,0,0.0041113817
Mandi Bahauddin,Punjab,2018,0,0.007691872
Attock,Punjab,2018,0,0.0034674497
Chakwal,Punjab,2018,0,0.002296491
Jhelum,Punjab,2018,0,0.005013273
Khushab,Punjab,2018,0,0.013610218
Bhakkar,Punjab,2018,0,0.060150005
Layyah,Punjab,2018,0,0.05674075
Toba Tek Singh,Punjab,2018,0,0.0031726377
Dera Ghazi Khan,Punjab,2018,0,0.100115135
Karachi Central,Sindh,2018,0,0.03164975
Karachi East,Sindh,2018,0,0.011739073
Karachi West,Sindh,2018,0,0.033698205
Karachi South,Sindh,2018,0,0.012086138
Malir,Sindh,2018,0,0.017532261
Hyderabad,Sindh,2018,0,0.031862017
Sukkur,Sindh,2018,0,0.16963339
Larkana,Sindh,2018,0,0.09951672
Thatta,Sindh,2018,0,0.021100953
Dadu,Sindh,2018,0,0.25281313
Jacobabad,Sindh,2018,0,0.14162971
Kashmore,Sindh,2018,0,0.14329593
Kamber,Sindh,2018,0,0.06636743
Shikarpur,Sindh,2018,0,0.06872818
Mirpur Khas,Sindh,2018,0,0.01798616
Sanghar,Sindh,2018,0,0.061839294
Nawabshah,Sindh,2018,0,0.1385578
Naushahro Feroze,Sindh,2018,0,0.046724807
Khairpur,Sindh,2018,0,0.09621357
Ghotki,Sindh,2018,0,0.11051298
Badin,Sindh,2018,0,0.014270292
Tharparkar,Sindh,2018,0,0.012008154
Umerkot,Sindh,2018,0,0.004955359
Matiari,Sindh,2018,0,0.022113722
Jamshoro,Sindh,2018,0,0.02630553
Sujawal,Sindh,2018,0,0.014234953
Tando Allahyar,Sindh,2018,0,0.011875425
Tando Muhammad Khan,Sindh,2018,0,0.008595862
Qambar Shahdadkot,Sindh,2018,0,0.058969013
Peshawar,KPK,2018,0,0.06009827
Swat,KPK,2018,1,0.96170616
Nowshera,KPK,2018,0,0.71825397
Charsadda,KPK,2018,0,0.50595826
Dir Upper,KPK,2018,1,0.88631237
Dir Lower,KPK,2018,1,0.8459589
Chitral,KPK,2018,1,0.88672495
Kohistan,KPK,2018,1,0.93190324
Tank,KPK,2018,0,0.031110222
Dera Ismail Khan,KPK,2018,0,0.036317166
Mardan,KPK,2018,0,0.2565557
Abbottabad,KPK,2018,0,0.002927226
Haripur,KPK,2018,0,0.003802998
Mansehra,KPK,2018,1,0.86570156
Battagram,KPK,2018,1,0.8998346
Shangla,KPK,2018,1,0.9350405
Buner,KPK,2018,0,0.08716627
Malakand,KPK,2018,0,0.538946
Hangu,KPK,2018,0,0.0031213125
Karak,KPK,2018,0,0.004420346
Kohat,KPK,2018,0,0.004117216
Lakki Marwat,KPK,2018,0,0.13218786
Bannu,KPK,2018,0,0.014884835
Kurram,KPK,2018,0,0.0017521373
Orakzai,KPK,2018,0,0.0030452514
Khyber,KPK,2018,0,0.004788025
Mohmand,KPK,2018,0,0.018660614
Bajaur,KPK,2018,0,0.020705141
South Waziristan,KPK,2018,0,0.004769895
North Waziristan,KPK,2018,0,0.0020461017
Torghar,KPK,2018,1,0.8849495
Kolai Pallas,KPK,2018,0,0.7269873
Swabi,KPK,2018,0,0.1400211
Tor Ghar,KPK,2018,0,0.008387792
Khyber Tribal,KPK,2018,0,0.0049810736
Quetta,Balochistan,2018,0,0.017490365
Naseerabad,Balochistan,2018,1,0.9025869
Jaffarabad,Balochistan,2018,1,0.7175965
Lasbela,Balochistan,2018,1,0.66455996
Kalat,Balochistan,2018,1,0.0827347
Khuzdar,Balochistan,2018,1,0.05098924
Turbat,Balochistan,2018,1,0.65365857
Gwadar,Balochistan,2018,1,0.085810654
Panjgur,Balochistan,2018,1,0.31671688
Chagai,Balochistan,2018,0,0.0050341524
Nushki,Balochistan,2018,0,0.00275077
Kharan,Balochistan,2018,0,0.002668973
Washuk,Balochistan,2018,0,0.016280325
Awaran,Balochistan,2018,1,0.7657902
Kech,Balochistan,2018,0,0.6455018
Dera Bugti,Balochistan,2018,0,0.35883403
Kohlu,Balochistan,2018,0,0.0029749474
Sibi,Balochistan,2018,0,0.051674727
Ziarat,Balochistan,2018,0,0.0022986662
Pishin,Balochistan,2018,0,0.009880746
Qilla Abdullah,Balochistan,2018,0,0.0016869081
Qilla Saifullah,Balochistan,2018,0,0.0022671917
Loralai,Balochistan,2018,0,0.011280472
Musakhel,Balochistan,2018,0,0.024446158
Barkhan,Balochistan,2018,0,0.017574552
Harnai,Balochistan,2018,0,0.010268263
Sherani,Balochistan,2018,0,0.0025767868
Zhob,Balochistan,2018,0,0.0021277354
Jhal Magsi,Balochistan,2018,0,0.21621844
Khairpur Tamewali,Balochistan,2018,0,0.0018056124
Mastung,Balochistan,2018,0,0.017752131
Surab,Balochistan,2018,0,0.002926594
Lehri,Balochistan,2018,0,0.056688573
Gilgit,GB,2018,1,0.8470127
Skardu,GB,2018,0,0.08680709
Hunza,GB,2018,1,0.79029644
Nagar,GB,2018,0,0.258903
Ghanche,GB,2018,0,0.15480791
Shigar,GB,2018,0,0.009860759
Kharmang,GB,2018,0,0.01228652
Roundu,GB,2018,0,0.3363225
Tangir,GB,2018,0,0.05328469
Darel,GB,2018,0,0.06259076
Diamer,GB,2018,1,0.862031
Astore,GB,2018,0,0.47250175
Ghizer,GB,2018,0,0.5465003
Gupis Yasin,GB,2018,0,0.21776009
Muzaffarabad,AJK,2018,0,0.52754825
Mirpur,AJK,2018,0,0.07433922
Bagh,AJK,2018,0,0.19448896
Rawalakot,AJK,2018,0,0.0043229307
Kotli,AJK,2018,0,0.06871391
Neelum,AJK,2018,0,0.46589276
Haveli,AJK,2018,0,0.0030976892
Sudhnoti,AJK,2018,0,0.0033962699
Hattian Bala,AJK,2018,0,0.29259545
Jhelum Valley,AJK,2018,0,0.17130794
Islamabad,ICT,2018,0,0.0021052072
Lahore,Punjab,2019,0,0.101257734
Multan,Punjab,2019,0,0.12963383
Faisalabad,Punjab,2019,0,0.0019165322
Rawalpindi,Punjab,2019,0,0.001251588
Gujranwala,Punjab,2019,0,0.05913811
Sialkot,Punjab,2019,0,0.012782905
Bahawalpur,Punjab,2019,0,0.17866464
Rahim Yar Khan,Punjab,2019,0,0.6932477
DG Khan,Punjab,2019,0,0.3260661
Muzaffargarh,Punjab,2019,0,0.53455037
Gujrat,Punjab,2019,0,0.012772895
Sheikhupura,Punjab,2019,0,0.111556
Sargodha,Punjab,2019,0,0.010507191
Jhang,Punjab,2019,0,0.112476654
Kasur,Punjab,2019,0,0.0046606213
Okara,Punjab,2019,0,0.0017256653
Sahiwal,Punjab,2019,0,0.00082136627
Pakpattan,Punjab,2019,0,0.0022760634
Bahawalnagar,Punjab,2019,0,0.017608555
Vehari,Punjab,2019,0,0.07307331
Lodhran,Punjab,2019,0,0.1681212
Khanewal,Punjab,2019,0,0.06308695
Chiniot,Punjab,2019,0,0.0027681394
Hafizabad,Punjab,2019,0,0.03611073
Narowal,Punjab,2019,0,0.016201679
Nankana Sahib,Punjab,2019,0,0.0033602908
Mandi Bahauddin,Punjab,2019,0,0.0030987202
Attock,Punjab,2019,0,0.0069315117
Chakwal,Punjab,2019,0,0.0013951017
Jhelum,Punjab,2019,0,0.004640491
Khushab,Punjab,2019,0,0.0105775725
Bhakkar,Punjab,2019,0,0.17679523
Layyah,Punjab,2019,0,0.17200549
Toba Tek Singh,Punjab,2019,0,0.0018495172
Dera Ghazi Khan,Punjab,2019,0,0.3260661
Karachi Central,Sindh,2019,0,0.1547567
Karachi East,Sindh,2019,0,0.039298464
Karachi West,Sindh,2019,0,0.1547567
Karachi South,Sindh,2019,0,0.042891007
Malir,Sindh,2019,0,0.11570775
Hyderabad,Sindh,2019,0,0.14084382
Sukkur,Sindh,2019,1,0.8957663
Larkana,Sindh,2019,0,0.6332021
Thatta,Sindh,2019,0,0.25491455
Dadu,Sindh,2019,1,0.86287344
Jacobabad,Sindh,2019,1,0.73368657
Kashmore,Sindh,2019,1,0.8422627
Kamber,Sindh,2019,0,0.4096414
Shikarpur,Sindh,2019,0,0.12643808
Mirpur Khas,Sindh,2019,0,0.10490975
Sanghar,Sindh,2019,0,0.42727262
Nawabshah,Sindh,2019,1,0.9481719
Naushahro Feroze,Sindh,2019,0,0.084692806
Khairpur,Sindh,2019,1,0.85029
Ghotki,Sindh,2019,0,0.4746943
Badin,Sindh,2019,0,0.10137765
Tharparkar,Sindh,2019,0,0.04293902
Umerkot,Sindh,2019,0,0.012848105
Matiari,Sindh,2019,0,0.13281065
Jamshoro,Sindh,2019,0,0.12644374
Sujawal,Sindh,2019,0,0.09529601
Tando Allahyar,Sindh,2019,0,0.035510715
Tando Muhammad Khan,Sindh,2019,0,0.056214854
Qambar Shahdadkot,Sindh,2019,0,0.26354662
Peshawar,KPK,2019,0,0.008780615
Swat,KPK,2019,0,0.32230806
Nowshera,KPK,2019,0,0.26768354
Charsadda,KPK,2019,0,0.2304411
Dir Upper,KPK,2019,0,0.15325503
Dir Lower,KPK,2019,0,0.22616744
Chitral,KPK,2019,0,0.25981665
Kohistan,KPK,2019,0,0.14060247
Tank,KPK,2019,1,0.6968734
Dera Ismail Khan,KPK,2019,1,0.71197325
Mardan,KPK,2019,0,0.20742536
Abbottabad,KPK,2019,0,0.0016830411
Haripur,KPK,2019,0,0.006207452
Mansehra,KPK,2019,0,0.14981963
Battagram,KPK,2019,0,0.2639296
Shangla,KPK,2019,0,0.15312958
Buner,KPK,2019,0,0.044355392
Malakand,KPK,2019,0,0.11501572
Hangu,KPK,2019,0,0.0021285708
Karak,KPK,2019,0,0.0030688492
Kohat,KPK,2019,0,0.0023128684
Lakki Marwat,KPK,2019,1,0.21181689
Bannu,KPK,2019,0,0.022714624
Kurram,KPK,2019,0,0.0012556285
Orakzai,KPK,2019,0,0.0014561123
Khyber,KPK,2019,0,0.0014435917
Mohmand,KPK,2019,0,0.007814243
Bajaur,KPK,2019,0,0.0073967697
South Waziristan,KPK,2019,0,0.001220972
North Waziristan,KPK,2019,0,0.0027138572
Torghar,KPK,2019,0,0.07189653
Kolai Pallas,KPK,2019,0,0.067129575
Swabi,KPK,2019,0,0.16587834
Tor Ghar,KPK,2019,0,0.0016935895
Khyber Tribal,KPK,2019,0,0.0014855412
Quetta,Balochistan,2019,0,0.0075233127
Naseerabad,Balochistan,2019,1,0.9179924
Jaffarabad,Balochistan,2019,1,0.9308181
Lasbela,Balochistan,2019,1,0.65459424
Kalat,Balochistan,2019,0,0.13736552
Khuzdar,Balochistan,2019,0,0.094704255
Turbat,Balochistan,2019,0,0.037918407
Gwadar,Balochistan,2019,0,0.0527734
Panjgur,Balochistan,2019,0,0.06943348
Chagai,Balochistan,2019,0,0.003082722
Nushki,Balochistan,2019,0,0.002426787
Kharan,Balochistan,2019,0,0.004023053
Washuk,Balochistan,2019,0,0.0035482107
Awaran,Balochistan,2019,0,0.10075553
Kech,Balochistan,2019,0,0.036632545
Dera Bugti,Balochistan,2019,1,0.5139673
Kohlu,Balochistan,2019,0,0.0008254557
Sibi,Balochistan,2019,0,0.053351358
Ziarat,Balochistan,2019,0,0.000943564
Pishin,Balochistan,2019,0,0.03796264
Qilla Abdullah,Balochistan,2019,0,0.0052629416
Qilla Saifullah,Balochistan,2019,0,0.0013077963
Loralai,Balochistan,2019,0,0.0049787797
Musakhel,Balochistan,2019,0,0.011575284
Barkhan,Balochistan,2019,0,0.005032648
Harnai,Balochistan,2019,0,0.0050334646
Sherani,Balochistan,2019,0,0.0014653102
Zhob,Balochistan,2019,0,0.0021704598
Jhal Magsi,Balochistan,2019,1,0.8741326
Khairpur Tamewali,Balochistan,2019,0,0.002562991
Mastung,Balochistan,2019,0,0.008794471
Surab,Balochistan,2019,0,0.0037788334
Lehri,Balochistan,2019,1,0.09473625
Gilgit,GB,2019,0,0.29715097
Skardu,GB,2019,0,0.01650761
Hunza,GB,2019,0,0.28953162
Nagar,GB,2019,0,0.07184517
Ghanche,GB,2019,0,0.020409022
Shigar,GB,2019,0,0.0024803942
Kharmang,GB,2019,0,0.0028419327
Roundu,GB,2019,0,0.07225644
Tangir,GB,2019,0,0.023568429
Darel,GB,2019,0,0.026980132
Diamer,GB,2019,0,0.25645667
Astore,GB,2019,0,0.12078646
Ghizer,GB,2019,0,0.23316738
Gupis Yasin,GB,2019,0,0.09851274
Muzaffarabad,AJK,2019,0,0.15519698
Mirpur,AJK,2019,0,0.04306484
Bagh,AJK,2019,0,0.074065685
Rawalakot,AJK,2019,0,0.0015647962
Kotli,AJK,2019,0,0.03556419
Neelum,AJK,2019,0,0.10778492
Haveli,AJK,2019,0,0.0013948127
Sudhnoti,AJK,2019,0,0.0011477749
Hattian Bala,AJK,2019,0,0.08125772
Jhelum Valley,AJK,2019,0,0.0785726
Islamabad,ICT,2019,0,0.001251588
Lahore,Punjab,2020,0,0.07705058
Multan,Punjab,2020,0,0.7112332
Faisalabad,Punjab,2020,0,0.0037376676
Rawalpindi,Punjab,2020,0,0.008045398
Gujranwala,Punjab,2020,0,0.07892484
Sialkot,Punjab,2020,0,0.03188255
Bahawalpur,Punjab,2020,0,0.75004363
Rahim Yar Khan,Punjab,2020,1,0.9599864
DG Khan,Punjab,2020,1,0.94610643
Muzaffargarh,Punjab,2020,1,0.92834026
Gujrat,Punjab,2020,0,0.031858068
Sheikhupura,Punjab,2020,0,0.067078814
Sargodha,Punjab,2020,0,0.010402584
Jhang,Punjab,2020,0,0.3799584
Kasur,Punjab,2020,0,0.00356481
Okara,Punjab,2020,0,0.0030543837
Sahiwal,Punjab,2020,0,0.0032904136
Pakpattan,Punjab,2020,0,0.006706391
Bahawalnagar,Punjab,2020,0,0.037552334
Vehari,Punjab,2020,0,0.10272944
Lodhran,Punjab,2020,1,0.76499355
Khanewal,Punjab,2020,0,0.14471161
Chiniot,Punjab,2020,0,0.0071177785
Hafizabad,Punjab,2020,0,0.041579254
Narowal,Punjab,2020,0,0.022551782
Nankana Sahib,Punjab,2020,0,0.0034442537
Mandi Bahauddin,Punjab,2020,0,0.0030453831
Attock,Punjab,2020,0,0.007105287
Chakwal,Punjab,2020,0,0.0091483705
Jhelum,Punjab,2020,0,0.011272693
Khushab,Punjab,2020,0,0.015981385
Bhakkar,Punjab,2020,0,0.86236596
Layyah,Punjab,2020,0,0.67297626
Toba Tek Singh,Punjab,2020,0,0.004131266
Dera Ghazi Khan,Punjab,2020,1,0.94610643
Karachi Central,Sindh,2020,0,0.23186792
Karachi East,Sindh,2020,0,0.05848223
Karachi West,Sindh,2020,0,0.23186792
Karachi South,Sindh,2020,0,0.060605023
Malir,Sindh,2020,0,0.27016643
Hyderabad,Sindh,2020,1,0.9678506
Sukkur,Sindh,2020,1,0.98716146
Larkana,Sindh,2020,1,0.9799888
Thatta,Sindh,2020,1,0.9715327
Dadu,Sindh,2020,1,0.98590463
Jacobabad,Sindh,2020,1,0.972212
Kashmore,Sindh,2020,1,0.971332
Kamber,Sindh,2020,1,0.9721701
Shikarpur,Sindh,2020,0,0.71875113
Mirpur Khas,Sindh,2020,1,0.9643751
Sanghar,Sindh,2020,1,0.97838527
Nawabshah,Sindh,2020,1,0.98876476
Naushahro Feroze,Sindh,2020,0,0.4934913
Khairpur,Sindh,2020,1,0.9849502
Ghotki,Sindh,2020,1,0.9446604
Badin,Sindh,2020,1,0.9219832
Tharparkar,Sindh,2020,0,0.078081824
Umerkot,Sindh,2020,0,0.08697931
Matiari,Sindh,2020,1,0.9674818
Jamshoro,Sindh,2020,1,0.9680589
Sujawal,Sindh,2020,1,0.92836654
Tando Allahyar,Sindh,2020,1,0.85310334
Tando Muhammad Khan,Sindh,2020,0,0.32313898
Qambar Shahdadkot,Sindh,2020,1,0.9325862
Peshawar,KPK,2020,0,0.04427418
Swat,KPK,2020,1,0.7815628
Nowshera,KPK,2020,1,0.62822926
Charsadda,KPK,2020,0,0.52422845
Dir Upper,KPK,2020,0,0.68881214
Dir Lower,KPK,2020,0,0.6300995
Chitral,KPK,2020,0,0.7154544
Kohistan,KPK,2020,0,0.37931943
Tank,KPK,2020,1,0.81814474
Dera Ismail Khan,KPK,2020,1,0.8108227
Mardan,KPK,2020,0,0.16245602
Abbottabad,KPK,2020,0,0.003933221
Haripur,KPK,2020,0,0.0073836385
Mansehra,KPK,2020,0,0.14670846
Battagram,KPK,2020,0,0.1662723
Shangla,KPK,2020,0,0.5566115
Buner,KPK,2020,0,0.023966324
Malakand,KPK,2020,0,0.11562915
Hangu,KPK,2020,0,0.0016071843
Karak,KPK,2020,0,0.002697424
Kohat,KPK,2020,0,0.0044288426
Lakki Marwat,KPK,2020,1,0.6885581
Bannu,KPK,2020,0,0.023938086
Kurram,KPK,2020,0,0.0033588586
Orakzai,KPK,2020,0,0.002022191
Khyber,KPK,2020,0,0.0016483605
Mohmand,KPK,2020,0,0.018247174
Bajaur,KPK,2020,0,0.022417555
South Waziristan,KPK,2020,0,0.005661886
North Waziristan,KPK,2020,0,0.0022032766
Torghar,KPK,2020,0,0.37949878
Kolai Pallas,KPK,2020,0,0.30906364
Swabi,KPK,2020,0,0.12234672
Tor Ghar,KPK,2020,0,0.004542984
Khyber Tribal,KPK,2020,0,0.00150788
Quetta,Balochistan,2020,0,0.025143655
Naseerabad,Balochistan,2020,1,0.97804546
Jaffarabad,Balochistan,2020,1,0.98627174
Lasbela,Balochistan,2020,1,0.9642878
Kalat,Balochistan,2020,1,0.85692555
Khuzdar,Balochistan,2020,1,0.48219413
Turbat,Balochistan,2020,0,0.6948943
Gwadar,Balochistan,2020,0,0.17550178
Panjgur,Balochistan,2020,0,0.28031978
Chagai,Balochistan,2020,0,0.0054023964
Nushki,Balochistan,2020,0,0.004437214
Kharan,Balochistan,2020,0,0.0057604513
Washuk,Balochistan,2020,0,0.0067745233
Awaran,Balochistan,2020,1,0.79390293
Kech,Balochistan,2020,1,0.73744744
Dera Bugti,Balochistan,2020,1,0.9110776
Kohlu,Balochistan,2020,0,0.00861486
Sibi,Balochistan,2020,0,0.16302097
Ziarat,Balochistan,2020,0,0.0056258244
Pishin,Balochistan,2020,0,0.044154253
Qilla Abdullah,Balochistan,2020,0,0.005936289
Qilla Saifullah,Balochistan,2020,0,0.0074671083
Loralai,Balochistan,2020,0,0.07882159
Musakhel,Balochistan,2020,0,0.16615963
Barkhan,Balochistan,2020,0,0.089123875
Harnai,Balochistan,2020,0,0.112605534
Sherani,Balochistan,2020,0,0.0061619417
Zhob,Balochistan,2020,0,0.0077124224
Jhal Magsi,Balochistan,2020,1,0.98186696
Khairpur Tamewali,Balochistan,2020,0,0.005167079
Mastung,Balochistan,2020,0,0.027661594
Surab,Balochistan,2020,0,0.009713388
Lehri,Balochistan,2020,0,0.53581935
Gilgit,GB,2020,0,0.3743864
Skardu,GB,2020,0,0.051579833
Hunza,GB,2020,0,0.31261048
Nagar,GB,2020,0,0.06824591
Ghanche,GB,2020,0,0.036650304
Shigar,GB,2020,0,0.007167249
Kharmang,GB,2020,0,0.0064912545
Roundu,GB,2020,0,0.19650547
Tangir,GB,2020,0,0.0350842
Darel,GB,2020,0,0.03649493
Diamer,GB,2020,0,0.75290835
Astore,GB,2020,0,0.532479
Ghizer,GB,2020,0,0.15114392
Gupis Yasin,GB,2020,0,0.02257999
Muzaffarabad,AJK,2020,0,0.24451223
Mirpur,AJK,2020,0,0.09855097
Bagh,AJK,2020,0,0.12407751
Rawalakot,AJK,2020,0,0.0020026842
Kotli,AJK,2020,0,0.11210354
Neelum,AJK,2020,0,0.23352689
Haveli,AJK,2020,0,0.0018252861
Sudhnoti,AJK,2020,0,0.0061716936
Hattian Bala,AJK,2020,0,0.16921042
Jhelum Valley,AJK,2020,0,0.092188135
Islamabad,ICT,2020,0,0.008045398
Lahore,Punjab,2021,0,0.07188145
Multan,Punjab,2021,0,0.26534024
Faisalabad,Punjab,2021,0,0.003015232
Rawalpindi,Punjab,2021,0,0.00355711
Gujranwala,Punjab,2021,0,0.0621568
Sialkot,Punjab,2021,0,0.029119728
Bahawalpur,Punjab,2021,0,0.30821854
Rahim Yar Khan,Punjab,2021,0,0.13120762
DG Khan,Punjab,2021,0,0.4367566
Muzaffargarh,Punjab,2021,0,0.5996372
Gujrat,Punjab,2021,0,0.029097302
Sheikhupura,Punjab,2021,0,0.11428622
Sargodha,Punjab,2021,0,0.0045878496
Jhang,Punjab,2021,0,0.0907929
Kasur,Punjab,2021,0,0.009854717
Okara,Punjab,2021,0,0.003278391
Sahiwal,Punjab,2021,0,0.0025057613
Pakpattan,Punjab,2021,0,0.0052899406
Bahawalnagar,Punjab,2021,0,0.016097747
Vehari,Punjab,2021,0,0.07110946
Lodhran,Punjab,2021,0,0.30691272
Khanewal,Punjab,2021,0,0.108433634
Chiniot,Punjab,2021,0,0.0059681535
Hafizabad,Punjab,2021,0,0.036383763
Narowal,Punjab,2021,0,0.02955232
Nankana Sahib,Punjab,2021,0,0.005088035
Mandi Bahauddin,Punjab,2021,0,0.0036104925
Attock,Punjab,2021,0,0.0036520825
Chakwal,Punjab,2021,0,0.0028704212
Jhelum,Punjab,2021,0,0.0039721187
Khushab,Punjab,2021,0,0.0032102207
Bhakkar,Punjab,2021,0,0.092029035
Layyah,Punjab,2021,0,0.3154959
Toba Tek Singh,Punjab,2021,0,0.0016299326
Dera Ghazi Khan,Punjab,2021,0,0.4367566
Karachi Central,Sindh,2021,0,0.09465696
Karachi East,Sindh,2021,0,0.019449744
Karachi West,Sindh,2021,0,0.09465696
Karachi South,Sindh,2021,0,0.025029972
Malir,Sindh,2021,0,0.08571675
Hyderabad,Sindh,2021,0,0.71941316
Sukkur,Sindh,2021,0,0.39253858
Larkana,Sindh,2021,0,0.22414942
Thatta,Sindh,2021,0,0.47771204
Dadu,Sindh,2021,0,0.13821115
Jacobabad,Sindh,2021,0,0.25411427
Kashmore,Sindh,2021,0,0.38620245
Kamber,Sindh,2021,0,0.19339652
Shikarpur,Sindh,2021,0,0.05200984
Mirpur Khas,Sindh,2021,0,0.65905255
Sanghar,Sindh,2021,0,0.30589494
Nawabshah,Sindh,2021,0,0.4441781
Naushahro Feroze,Sindh,2021,0,0.042554848
Khairpur,Sindh,2021,0,0.32169744
Ghotki,Sindh,2021,0,0.21210542
Badin,Sindh,2021,0,0.17103025
Tharparkar,Sindh,2021,0,0.04350467
Umerkot,Sindh,2021,0,0.020158758
Matiari,Sindh,2021,0,0.70333713
Jamshoro,Sindh,2021,0,0.70522296
Sujawal,Sindh,2021,0,0.16352025
Tando Allahyar,Sindh,2021,0,0.33043343
Tando Muhammad Khan,Sindh,2021,0,0.10169845
Qambar Shahdadkot,Sindh,2021,0,0.119905226
Peshawar,KPK,2021,0,0.090502314
Swat,KPK,2021,1,0.9807082
Nowshera,KPK,2021,0,0.60291195
Charsadda,KPK,2021,0,0.5226434
Dir Upper,KPK,2021,1,0.8881877
Dir Lower,KPK,2021,1,0.94414186
Chitral,KPK,2021,1,0.8474747
Kohistan,KPK,2021,1,0.96505696
Tank,KPK,2021,0,0.41855204
Dera Ismail Khan,KPK,2021,0,0.39859238
Mardan,KPK,2021,0,0.13779989
Abbottabad,KPK,2021,0,0.0026174097
Haripur,KPK,2021,0,0.0031578704
Mansehra,KPK,2021,1,0.9493862
Battagram,KPK,2021,1,0.94699556
Shangla,KPK,2021,1,0.9628968
Buner,KPK,2021,0,0.094929114
Malakand,KPK,2021,1,0.91839653
Hangu,KPK,2021,0,0.0030014163
Karak,KPK,2021,0,0.0064183674
Kohat,KPK,2021,0,0.007082298
Lakki Marwat,KPK,2021,0,0.1770698
Bannu,KPK,2021,0,0.08393857
Kurram,KPK,2021,0,0.007742602
Orakzai,KPK,2021,0,0.0034573672
Khyber,KPK,2021,0,0.0029168245
Mohmand,KPK,2021,0,0.04396339
Bajaur,KPK,2021,0,0.07944238
South Waziristan,KPK,2021,0,0.00674683
North Waziristan,KPK,2021,0,0.014188051
Torghar,KPK,2021,1,0.95739925
Kolai Pallas,KPK,2021,1,0.93762326
Swabi,KPK,2021,0,0.06132969
Tor Ghar,KPK,2021,0,0.03612372
Khyber Tribal,KPK,2021,0,0.0029200965
Quetta,Balochistan,2021,0,0.04876734
Naseerabad,Balochistan,2021,0,0.7176036
Jaffarabad,Balochistan,2021,0,0.49733648
Lasbela,Balochistan,2021,0,0.10279565
Kalat,Balochistan,2021,0,0.07903942
Khuzdar,Balochistan,2021,0,0.053432938
Turbat,Balochistan,2021,0,0.28511754
Gwadar,Balochistan,2021,0,0.088527516
Panjgur,Balochistan,2021,0,0.109480515
Chagai,Balochistan,2021,0,0.009250245
Nushki,Balochistan,2021,0,0.0032347776
Kharan,Balochistan,2021,0,0.005735571
Washuk,Balochistan,2021,0,0.0062468983
Awaran,Balochistan,2021,0,0.26335803
Kech,Balochistan,2021,0,0.29594007
Dera Bugti,Balochistan,2021,0,0.35344788
Kohlu,Balochistan,2021,0,0.0029014149
Sibi,Balochistan,2021,0,0.11741244
Ziarat,Balochistan,2021,0,0.0030440022
Pishin,Balochistan,2021,0,0.0782044
Qilla Abdullah,Balochistan,2021,0,0.0066827363
Qilla Saifullah,Balochistan,2021,0,0.0036928407
Loralai,Balochistan,2021,0,0.043679927
Musakhel,Balochistan,2021,0,0.0329359
Barkhan,Balochistan,2021,0,0.024862917
Harnai,Balochistan,2021,0,0.041902132
Sherani,Balochistan,2021,0,0.005792929
Zhob,Balochistan,2021,0,0.0068935477
Jhal Magsi,Balochistan,2021,0,0.5116468
Khairpur Tamewali,Balochistan,2021,0,0.005554137
Mastung,Balochistan,2021,0,0.052488472
Surab,Balochistan,2021,0,0.004415124
Lehri,Balochistan,2021,0,0.2578201
Gilgit,GB,2021,1,0.79713917
Skardu,GB,2021,1,0.46749964
Hunza,GB,2021,1,0.5852134
Nagar,GB,2021,0,0.2588808
Ghanche,GB,2021,1,0.058661424
Shigar,GB,2021,0,0.08829363
Kharmang,GB,2021,0,0.029902803
Roundu,GB,2021,0,0.32837144
Tangir,GB,2021,0,0.08753826
Darel,GB,2021,0,0.10013253
Diamer,GB,2021,1,0.9363526
Astore,GB,2021,1,0.7036914
Ghizer,GB,2021,0,0.32908037
Gupis Yasin,GB,2021,0,0.13601877
Muzaffarabad,AJK,2021,1,0.9354205
Mirpur,AJK,2021,0,0.049611535
Bagh,AJK,2021,1,0.20503275
Rawalakot,AJK,2021,0,0.0024277372
Kotli,AJK,2021,0,0.0443215
Neelum,AJK,2021,1,0.93776304
Haveli,AJK,2021,0,0.0021317361
Sudhnoti,AJK,2021,0,0.0036290179
Hattian Bala,AJK,2021,1,0.9140531
Jhelum Valley,AJK,2021,1,0.8063975
