district,year,flooded,annual_total_mm,annual_max_daily,monsoon_total_mm,monsoon_avg_daily,monsoon_max_daily,monsoon_rainy_days,premonsoon_total_mm,province,lat,lon,elevation_m,terrain_type,river_proximity,flood_risk_geo,terrain_code,geo_risk_code,province_code,flood_intensity_score,flood_intensity_category,flood_intensity_code,risk_score
Mastung,2013,0,193.15,26.73,29.08,0.2384,7.23,2,18.57,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,1.7225,very_low,1,0.010349117
Surab,2013,0,220.01,19.46,91.72,0.7518,13.56,6,11.76,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,2.5571,very_low,1,0.0016586201
Lehri,2013,0,192.38,32.31,94.77,0.7768,32.31,5,15.92,Balochistan,29.43,68.18,80,plains,1,medium,1,2,4.0,57.3253,moderate,3,0.047301978
Gilgit,2013,1,238.57,12.18,83.92,0.6879,6.16,1,50.78,GB,35.9208,74.3089,1500,mountains,1,medium,4,2,6.0,7.8685,very_low,1,0.869252
Skardu,2013,0,338.02,14.84,131.08,1.0744,12.04,8,70.5,GB,35.2971,75.6333,2438,mountains,1,medium,4,2,6.0,9.7459,very_low,1,0.082537495
Hunza,2013,0,141.72,7.83,37.76,0.3095,2.52,0,36.41,GB,36.3147,74.6481,2438,mountains,1,medium,4,2,6.0,3.1034,very_low,1,0.3566609
Nagar,2013,0,238.57,12.18,83.92,0.6879,6.16,1,50.78,GB,36.2333,74.45,2900,mountains,1,medium,4,2,6.0,5.6599,very_low,1,0.369989
Ghanche,2013,0,232.71,12.59,95.47,0.7825,8.04,4,70.7,GB,35.49,76.67,2700,mountains,1,medium,4,2,6.0,6.8085,very_low,1,0.03953593
Shigar,2013,0,338.02,14.84,131.08,1.0744,12.04,8,70.5,GB,35.51,75.7,2620,mountains,1,medium,4,2,6.0,9.4014,very_low,1,0.028758984
Kharmang,2013,0,316.64,13.83,125.48,1.0285,12.8,6,63.52,GB,35.08,76.2,2500,mountains,1,medium,4,2,6.0,8.954,very_low,1,0.02445006
Roundu,2013,0,331.52,17.61,140.81,1.1542,11.14,7,55.77,GB,35.5,73.7,1600,mountains,1,medium,4,2,6.0,13.0165,very_low,1,0.22616363
Tangir,2013,0,425.12,22.53,165.86,1.3595,20.11,7,64.74,GB,35.5,73.2,1400,mountains,1,medium,4,2,6.0,16.5724,low,2,0.07396922
Darel,2013,0,425.12,22.53,165.86,1.3595,20.11,7,64.74,GB,35.55,73.4,1500,mountains,1,medium,4,2,6.0,16.0108,low,2,0.09061903
Diamer,2013,1,582.17,28.84,272.08,2.2302,18.17,17,91.68,GB,35.1667,73.6667,1600,mountains,1,medium,4,2,6.0,24.6351,low,2,0.8317208
Astore,2013,1,367.76,16.6,139.32,1.142,11.12,9,74.16,GB,35.3667,74.9,2590,mountains,1,medium,4,2,6.0,10.2387,very_low,1,0.79502076
Ghizer,2013,1,201.37,11.87,67.96,0.557,5.69,2,39.18,GB,36.2,73.75,2200,mountains,1,medium,4,2,6.0,5.7565,very_low,1,0.83771765
Gupis Yasin,2013,0,235.01,12.82,64.09,0.5253,7.44,1,46.13,GB,36.17,73.27,2260,mountains,1,medium,4,2,6.0,5.5179,very_low,1,0.26672068
Muzaffarabad,2013,1,770.86,40.31,379.53,3.1109,23.52,31,117.39,AJK,34.37,73.47,737,mountains,1,medium,4,2,5.0,52.2471,moderate,3,0.8485952
Mirpur,2013,0,811.1,44.39,549.38,4.5031,41.19,33,60.79,AJK,33.1478,73.7508,411,hills,1,medium,3,2,5.0,92.2087,moderate,3,0.017491749
Bagh,2013,0,835.49,47.62,462.15,3.7881,35.47,34,104.97,AJK,33.9861,73.7808,1070,mountains,1,medium,4,2,5.0,51.7666,moderate,3,0.10192849
Rawalakot,2013,0,835.49,47.62,462.15,3.7881,35.47,34,104.97,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,10.3423,very_low,1,0.002667864
Kotli,2013,0,882.46,52.32,552.18,4.5261,41.84,33,82.67,AJK,33.5136,73.9017,614,hills,1,medium,3,2,5.0,78.3006,moderate,3,0.033248596
Neelum,2013,1,770.86,40.31,379.53,3.1109,23.52,31,117.39,AJK,34.55,73.9,1400,mountains,1,medium,4,2,5.0,37.9202,low,2,0.73463875
Haveli,2013,0,835.49,47.62,462.15,3.7881,35.47,34,104.97,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,12.2212,very_low,1,0.0021844048
Sudhnoti,2013,0,882.46,52.32,552.18,4.5261,41.84,33,82.67,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,15.6596,low,2,0.0024660127
Hattian Bala,2013,0,770.86,40.31,379.53,3.1109,23.52,31,117.39,AJK,34.37,73.83,1050,mountains,1,medium,4,2,5.0,43.7813,low,2,0.47810984
Jhelum Valley,2013,0,770.86,40.31,379.53,3.1109,23.52,31,117.39,AJK,34.67,73.67,1600,mountains,1,medium,4,2,5.0,35.4727,low,2,0.29986444
Islamabad,2013,0,990.53,63.48,656.9,5.3844,63.48,34,75.08,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,24.5965,low,2,0.0030809345
Lahore,2014,1,671.03,136.58,514.01,4.2132,136.58,22,76.43,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,166.4946,high,4,0.9158151
Multan,2014,1,150.66,36.34,67.47,0.553,24.08,4,53.26,Punjab,30.1575,71.5249,122,plains,1,high,1,3,1.0,64.4669,moderate,3,0.8765548
Faisalabad,2014,0,466.95,62.31,315.07,2.5825,62.31,13,94.44,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,48.7264,low,2,0.0093096215
Rawalpindi,2014,0,889.54,69.94,590.24,4.838,69.94,29,80.93,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,23.8253,low,2,0.00758245
Gujranwala,2014,1,769.92,141.64,597.91,4.9009,141.64,25,73.02,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,179.6174,high,4,0.9402538
Sialkot,2014,1,827.57,121.72,619.74,5.0798,121.72,24,72.01,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,162.5039,high,4,0.96254504
Bahawalpur,2014,0,114.82,25.35,49.16,0.403,12.89,3,43.9,Punjab,29.3956,71.6836,117,plains,1,high,1,3,1.0,46.7814,low,2,0.3689972
Rahim Yar Khan,2014,0,64.03,11.32,14.66,0.1202,5.41,1,41.63,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,21.6912,low,2,0.026131678
DG Khan,2014,1,113.67,24.34,50.57,0.4145,17.43,3,40.81,Punjab,30.0368,70.634,138,plains,1,high,1,3,1.0,42.5055,low,2,0.90469176
Muzaffargarh,2014,1,150.66,36.34,67.47,0.553,24.08,4,53.26,Punjab,30.0736,71.193,118,plains,1,high,1,3,1.0,65.5414,moderate,3,0.9545407
Gujrat,2014,1,827.57,121.72,619.74,5.0798,121.72,24,72.01,Punjab,32.5742,74.0796,246,plains,1,medium,1,2,1.0,165.7608,high,4,0.9634852
Sheikhupura,2014,1,525.77,118.47,387.6,3.177,118.47,16,74.44,Punjab,31.7167,73.985,213,plains,1,medium,1,2,1.0,134.9399,high,4,0.8984005
Sargodha,2014,0,521.68,59.28,319.73,2.6207,59.28,13,120.2,Punjab,32.0836,72.6711,187,plains,1,medium,1,2,1.0,96.2411,moderate,3,0.010184981
Jhang,2014,0,434.99,45.79,269.66,2.2103,45.79,12,103.82,Punjab,31.2681,72.3181,164,plains,1,high,1,3,1.0,126.7596,high,4,0.3266367
Kasur,2014,0,560.57,123.16,421.12,3.4518,123.16,18,70.78,Punjab,31.1167,74.45,210,plains,1,medium,1,2,1.0,144.8431,high,4,0.12997757
Okara,2014,0,435.13,112.8,315.31,2.5845,112.8,16,66.54,Punjab,30.81,73.4597,174,plains,0,medium,1,2,1.0,66.3382,moderate,3,0.038850542
Sahiwal,2014,0,287.54,57.3,178.86,1.4661,57.3,9,62.6,Punjab,30.6682,73.1166,170,plains,0,medium,1,2,1.0,36.0054,low,2,0.0040315147
Pakpattan,2014,0,287.54,57.3,178.86,1.4661,57.3,9,62.6,Punjab,30.3436,73.3868,154,plains,1,high,1,3,1.0,113.4544,high,4,0.009058093
Bahawalnagar,2014,0,236.49,48.7,140.09,1.1483,48.7,8,55.57,Punjab,29.9947,73.2536,140,plains,1,high,1,3,1.0,97.7506,moderate,3,0.040612802
Vehari,2014,0,182.16,29.35,90.13,0.7388,17.15,5,54.13,Punjab,30.0444,72.3508,134,plains,1,high,1,3,1.0,62.1113,moderate,3,0.2218728
Lodhran,2014,0,114.82,25.35,49.16,0.403,12.89,3,43.9,Punjab,29.5372,71.632,111,plains,1,high,1,3,1.0,48.0181,low,2,0.40374747
Khanewal,2014,0,204.65,38.92,100.79,0.8261,28.46,5,62.66,Punjab,30.3014,71.932,122,plains,1,high,1,3,1.0,78.8856,moderate,3,0.19887535
Chiniot,2014,0,466.95,62.31,315.07,2.5825,62.31,13,94.44,Punjab,31.72,72.9781,178,plains,1,high,1,3,1.0,149.4102,high,4,0.016623871
Hafizabad,2014,0,625.32,112.63,461.9,3.7861,112.63,19,78.55,Punjab,32.0714,73.6881,212,plains,1,medium,1,2,1.0,145.5067,high,4,0.62386155
Narowal,2014,1,892.97,133.74,696.05,5.7053,133.74,25,81.96,Punjab,32.1,74.8728,240,plains,1,medium,1,2,1.0,186.1896,high,4,0.96539605
Nankana Sahib,2014,0,525.77,118.47,387.6,3.177,118.47,16,74.44,Punjab,31.45,73.71,210,plains,1,medium,1,2,1.0,135.8958,high,4,0.11989684
Mandi Bahauddin,2014,0,712.62,97.93,508.53,4.1683,97.93,25,79.45,Punjab,32.5853,73.4912,230,plains,1,medium,1,2,1.0,141.717,high,4,0.08522268
Attock,2014,0,651.2,25.05,297.13,2.4355,22.02,16,98.56,Punjab,33.7667,72.3601,305,hills,1,medium,3,2,1.0,57.71,moderate,3,0.07000679
Chakwal,2014,0,770.08,62.77,508.49,4.168,62.77,28,87.02,Punjab,32.9319,72.8561,498,hills,0,low,3,1,1.0,21.158,low,2,0.0075560967
Jhelum,2014,0,787.79,87.1,526.67,4.317,87.1,30,83.61,Punjab,32.9263,73.7267,287,hills,1,medium,3,2,1.0,126.1483,high,4,0.19551462
Khushab,2014,0,586.99,52.6,352.59,2.8901,52.6,16,113.7,Punjab,32.2958,72.3514,210,plains,1,medium,1,2,1.0,93.8339,moderate,3,0.023008257
Bhakkar,2014,1,268.58,18.51,142.18,1.1654,18.51,9,68.78,Punjab,31.6267,71.0647,145,plains,1,high,1,3,1.0,67.4472,moderate,3,0.87650895
Layyah,2014,1,226.29,27.78,118.02,0.9674,24.63,6,63.7,Punjab,30.9597,70.9436,134,plains,1,high,1,3,1.0,69.9058,moderate,3,0.8226538
Toba Tek Singh,2014,0,325.91,26.35,194.2,1.5918,26.35,12,80.4,Punjab,30.97,72.48,168,plains,0,medium,1,2,1.0,28.8031,low,2,0.005122553
Dera Ghazi Khan,2014,1,113.67,24.34,50.57,0.4145,17.43,3,40.81,Punjab,30.05,70.64,138,plains,1,high,1,3,1.0,42.5055,low,2,0.90469176
Karachi Central,2014,0,25.34,8.1,13.49,0.1106,6.89,1,2.6,Sindh,24.9056,67.0822,8,coastal,0,high,2,3,2.0,25.794,low,2,0.0037299055
Karachi East,2014,0,25.34,8.1,13.49,0.1106,6.89,1,2.6,Sindh,24.94,67.13,10,coastal,0,high,2,3,2.0,23.3316,low,2,0.0025276875
Karachi West,2014,0,25.34,8.1,13.49,0.1106,6.89,1,2.6,Sindh,24.88,66.99,8,coastal,0,high,2,3,2.0,25.794,low,2,0.0037299055
Karachi South,2014,0,25.34,8.1,13.49,0.1106,6.89,1,2.6,Sindh,24.84,67.01,5,coastal,0,high,2,3,2.0,31.5911,low,2,0.0027121864
Malir,2014,0,28.69,7.63,18.89,0.1548,7.63,1,2.61,Sindh,25.07,67.2,15,coastal,0,high,2,3,2.0,21.0705,low,2,0.0033968142
Hyderabad,2014,0,29.55,4.71,18.33,0.1502,4.71,0,8.35,Sindh,25.396,68.3578,38,plains,1,high,1,3,2.0,19.617,low,2,0.01249454
Sukkur,2014,0,30.34,4.7,11.39,0.0934,2.65,0,12.04,Sindh,27.7052,68.8574,65,plains,1,high,1,3,2.0,11.9896,very_low,1,0.03102196
Larkana,2014,0,24.18,4.33,3.7,0.0303,1.2,0,6.02,Sindh,27.559,68.21,56,plains,1,high,1,3,2.0,8.6465,very_low,1,0.0070410324
Thatta,2014,0,66.18,15.32,60.38,0.4949,15.32,3,2.87,Sindh,24.7461,67.9236,12,coastal,1,high,2,3,2.0,118.7635,high,4,0.010099559
Dadu,2014,0,28.69,5.0,2.71,0.0222,0.91,0,11.92,Sindh,26.73,67.78,50,plains,1,high,1,3,2.0,9.7678,very_low,1,0.014591318
Jacobabad,2014,0,33.62,5.41,9.33,0.0765,3.31,0,15.78,Sindh,28.2769,68.4376,55,plains,1,high,1,3,2.0,13.1637,very_low,1,0.021346094
Kashmore,2014,0,38.47,6.17,10.19,0.0835,3.68,0,19.93,Sindh,28.4419,69.5714,60,plains,1,high,1,3,2.0,14.1768,very_low,1,0.02381877
Kamber,2014,0,24.18,4.33,3.7,0.0303,1.2,0,6.02,Sindh,27.5867,68.0019,48,plains,1,high,1,3,2.0,9.3257,very_low,1,0.007724069
Shikarpur,2014,0,30.15,4.82,8.37,0.0686,2.04,0,13.45,Sindh,27.9558,68.6381,58,plains,1,high,1,3,2.0,11.453,very_low,1,0.012362959
Mirpur Khas,2014,0,36.13,6.94,24.92,0.2043,6.94,1,9.38,Sindh,25.527,69.0144,28,plains,1,high,1,3,2.0,33.7951,low,2,0.0077845277
Sanghar,2014,0,31.93,5.48,13.95,0.1143,3.78,0,16.49,Sindh,26.0469,68.9469,42,plains,1,high,1,3,2.0,17.6868,low,2,0.02195587
Nawabshah,2014,0,27.01,5.85,8.89,0.0729,2.89,0,15.77,Sindh,26.2439,68.41,37,plains,1,high,1,3,2.0,16.5797,low,2,0.018359246
Naushahro Feroze,2014,0,21.04,3.13,2.67,0.0219,0.56,0,9.58,Sindh,26.8381,68.1142,44,plains,1,high,1,3,2.0,7.032,very_low,1,0.05643961
Khairpur,2014,0,30.34,4.7,11.39,0.0934,2.65,0,12.04,Sindh,27.529,68.7592,52,plains,1,high,1,3,2.0,13.3795,very_low,1,0.014172879
Ghotki,2014,0,35.19,4.59,10.59,0.0868,2.16,0,16.43,Sindh,28.005,69.3214,62,plains,1,high,1,3,2.0,11.7426,very_low,1,0.016096914
Badin,2014,0,83.09,16.06,77.82,0.6379,16.06,6,3.68,Sindh,24.6558,68.8369,10,coastal,1,high,2,3,2.0,158.8579,high,4,0.01304247
Tharparkar,2014,0,167.97,28.77,156.72,1.2846,28.77,9,10.41,Sindh,24.71,70.23,85,plains,0,medium,1,2,2.0,35.6003,low,2,0.007693273
Umerkot,2014,0,98.65,18.14,78.1,0.6402,18.14,5,20.27,Sindh,25.36,69.74,52,plains,0,medium,1,2,2.0,24.9007,low,2,0.0039477367
Matiari,2014,0,36.13,6.94,24.92,0.2043,6.94,1,9.38,Sindh,25.59,68.46,30,plains,1,high,1,3,2.0,32.6867,low,2,0.006969948
Jamshoro,2014,0,29.55,4.71,18.33,0.1502,4.71,0,8.35,Sindh,25.43,68.28,32,plains,1,high,1,3,2.0,21.3259,low,2,0.01249454
Sujawal,2014,0,66.18,15.32,60.38,0.4949,15.32,3,2.87,Sindh,24.59,68.32,8,coastal,1,high,2,3,2.0,142.736,high,4,0.0078097535
Tando Allahyar,2014,0,36.13,6.94,24.92,0.2043,6.94,1,9.38,Sindh,25.47,68.72,30,plains,1,high,1,3,2.0,32.6867,low,2,0.0069505125
Tando Muhammad Khan,2014,0,50.79,11.75,43.94,0.3602,11.75,3,5.03,Sindh,25.12,68.53,20,plains,1,high,1,3,2.0,71.1792,moderate,3,0.015810346
Qambar Shahdadkot,2014,0,24.18,4.33,3.7,0.0303,1.2,0,6.02,Sindh,27.55,67.99,46,plains,1,high,1,3,2.0,9.5221,very_low,1,0.007077457
Peshawar,2014,1,699.02,32.4,215.41,1.7657,17.56,16,145.73,KPK,34.0151,71.5249,331,plains,1,medium,1,2,3.0,47.8673,low,2,0.87533677
Swat,2014,0,548.86,39.14,178.77,1.4653,17.07,12,125.67,KPK,35.2227,72.4258,980,mountains,1,medium,4,2,3.0,25.9944,low,2,0.2869952
Nowshera,2014,1,691.96,33.96,210.31,1.7239,17.83,15,144.98,KPK,34.0153,71.9747,288,plains,1,medium,1,2,3.0,50.9661,moderate,3,0.94856197
Charsadda,2014,1,691.96,33.96,210.31,1.7239,17.83,15,144.98,KPK,34.1481,71.7408,276,plains,1,medium,1,2,3.0,52.0584,moderate,3,0.9301665
Dir Upper,2014,0,397.04,36.71,84.37,0.6916,10.77,4,101.75,KPK,35.5742,72.015,1370,mountains,1,medium,4,2,3.0,14.0483,very_low,1,0.28288275
Dir Lower,2014,0,561.57,43.95,143.75,1.1783,15.92,7,133.99,KPK,34.87,71.89,900,mountains,1,medium,4,2,3.0,24.6063,low,2,0.22404766
Chitral,2014,0,226.87,22.96,37.76,0.3095,4.45,0,60.6,KPK,35.8514,71.7864,1500,mountains,1,medium,4,2,3.0,7.0801,very_low,1,0.36571863
Kohistan,2014,0,542.09,25.89,238.84,1.9577,18.28,19,108.74,KPK,35.0,73.0,1200,mountains,1,medium,4,2,3.0,25.8065,low,2,0.31518176
Tank,2014,0,288.8,31.22,121.37,0.9948,24.07,8,66.69,KPK,32.2194,70.3753,262,plains,1,medium,1,2,3.0,36.3223,low,2,0.19046062
Dera Ismail Khan,2014,0,288.8,31.22,121.37,0.9948,24.07,8,66.69,KPK,31.8303,70.9017,173,plains,1,medium,1,2,3.0,44.6556,low,2,0.19404949
Mardan,2014,1,691.96,33.96,210.31,1.7239,17.83,15,144.98,KPK,34.1986,72.0404,283,plains,1,medium,1,2,3.0,51.4128,moderate,3,0.95587575
Abbottabad,2014,0,870.25,58.66,543.11,4.4517,58.66,26,98.94,KPK,34.1558,73.2194,1256,mountains,0,low,4,1,3.0,13.6003,very_low,1,0.004133827
Haripur,2014,0,870.25,58.66,543.11,4.4517,58.66,26,98.94,KPK,33.9942,72.9394,580,hills,1,medium,3,2,3.0,80.0178,moderate,3,0.039994936
Mansehra,2014,0,720.25,36.05,380.52,3.119,36.05,21,115.68,KPK,34.3325,73.1975,980,mountains,1,medium,4,2,3.0,42.3885,low,2,0.39485183
Battagram,2014,0,720.25,36.05,380.52,3.119,36.05,21,115.68,KPK,34.68,73.02,830,mountains,1,medium,4,2,3.0,46.0556,low,2,0.5153883
Shangla,2014,0,548.86,39.14,178.77,1.4653,17.07,12,125.67,KPK,35.0,72.6,1100,mountains,1,medium,4,2,3.0,24.5369,low,2,0.20547806
Buner,2014,0,624.27,33.07,246.0,2.0164,16.28,18,117.37,KPK,34.51,72.5,750,mountains,1,medium,4,2,3.0,35.1389,low,2,0.11086201
Malakand,2014,0,653.26,41.84,185.44,1.52,14.67,10,143.21,KPK,34.5658,71.9303,850,mountains,1,medium,4,2,3.0,28.7872,low,2,0.26578087
Hangu,2014,0,694.37,31.73,251.9,2.0648,22.15,16,133.61,KPK,33.5286,71.0594,710,hills,0,low,3,1,3.0,8.9482,very_low,1,0.00878681
Karak,2014,0,611.33,37.77,256.37,2.1014,24.1,17,114.28,KPK,33.1172,71.0942,590,hills,0,low,3,1,3.0,10.4836,very_low,1,0.0050735655
Kohat,2014,0,694.37,31.73,251.9,2.0648,22.15,16,133.61,KPK,33.5869,71.4414,518,hills,1,medium,3,2,3.0,41.8935,low,2,0.030256882
Lakki Marwat,2014,0,453.35,50.78,153.17,1.2555,22.07,8,99.75,KPK,32.6072,70.9125,218,plains,1,medium,1,2,3.0,55.5353,moderate,3,0.23874159
Bannu,2014,0,684.79,61.1,186.57,1.5293,20.02,10,159.84,KPK,32.9889,70.6006,370,plains,1,medium,1,2,3.0,51.7392,moderate,3,0.09051213
Kurram,2014,0,1009.42,38.85,177.25,1.4529,25.85,9,252.95,KPK,33.8872,70.0989,1800,mountains,1,medium,4,2,3.0,18.62,low,2,0.0046483325
Orakzai,2014,0,871.87,54.56,199.42,1.6346,27.78,9,211.18,KPK,33.6583,70.9333,1400,mountains,0,low,4,1,3.0,6.4727,very_low,1,0.0036587338
Khyber,2014,0,699.02,32.4,215.41,1.7657,17.56,16,145.73,KPK,34.1,71.1,1070,mountains,0,low,4,1,3.0,6.6627,very_low,1,0.018509481
Mohmand,2014,0,669.22,40.55,179.85,1.4742,14.55,11,152.73,KPK,34.4,71.2,900,mountains,1,medium,4,2,3.0,27.3861,low,2,0.017409654
Bajaur,2014,0,669.22,40.55,179.85,1.4742,14.55,11,152.73,KPK,34.69,71.5,1100,mountains,1,medium,4,2,3.0,24.7742,low,2,0.016593933
South Waziristan,2014,0,468.52,39.67,128.76,1.0554,17.09,7,112.93,KPK,32.3,69.8,1800,mountains,1,medium,4,2,3.0,15.7496,low,2,0.00096177123
North Waziristan,2014,0,745.49,56.11,170.48,1.3974,21.82,11,185.2,KPK,33.0,70.0,1400,mountains,1,medium,4,2,3.0,24.687,low,2,0.0065685324
Torghar,2014,0,542.09,25.89,238.84,1.9577,18.28,19,108.74,KPK,34.9,72.9,2200,mountains,1,medium,4,2,3.0,19.063,low,2,0.25520733
Kolai Pallas,2014,0,542.09,25.89,238.84,1.9577,18.28,19,108.74,KPK,35.2,73.1,1800,mountains,1,medium,4,2,3.0,21.0738,low,2,0.26915905
Swabi,2014,1,651.2,25.05,297.13,2.4355,22.02,16,98.56,KPK,34.12,72.47,360,plains,1,medium,1,2,3.0,53.1322,moderate,3,0.84113944
Tor Ghar,2014,0,542.09,25.89,238.84,1.9577,18.28,19,108.74,KPK,34.85,72.85,2100,mountains,1,medium,4,2,3.0,19.5114,low,2,0.005230623
Khyber Tribal,2014,0,699.02,32.4,215.41,1.7657,17.56,16,145.73,KPK,34.2,71.0,950,mountains,0,low,4,1,3.0,7.0706,very_low,1,0.018504312
Quetta,2014,0,87.03,11.68,7.05,0.0578,1.71,0,19.3,Balochistan,30.1798,66.975,1680,mountains,0,low,4,1,4.0,0.6729,very_low,1,0.012129708
Naseerabad,2014,0,41.51,7.11,20.44,0.1675,7.11,1,4.02,Balochistan,28.8775,68.3497,55,plains,1,medium,1,2,4.0,14.9581,very_low,1,0.06534569
Jaffarabad,2014,0,33.39,4.77,11.54,0.0946,4.31,0,3.69,Balochistan,28.5236,68.1636,58,plains,1,medium,1,2,4.0,8.5737,very_low,1,0.07495092
Lasbela,2014,0,29.94,7.67,6.05,0.0496,3.13,0,7.0,Balochistan,26.2197,66.6997,36,coastal,0,high,2,3,4.0,9.3559,very_low,1,0.022447873
Kalat,2014,0,92.56,13.97,6.29,0.0516,2.07,0,11.3,Balochistan,29.0239,66.5903,1920,mountains,0,low,4,1,4.0,0.7236,very_low,1,0.03952119
Khuzdar,2014,0,94.85,14.54,4.49,0.0368,2.38,0,11.61,Balochistan,27.8125,66.6167,1260,mountains,0,low,4,1,4.0,0.8948,very_low,1,0.021652918
Turbat,2014,0,16.3,3.88,0.0,0.0,0.0,0,3.43,Balochistan,26.0025,63.0406,152,plains,1,medium,1,2,4.0,2.5094,very_low,1,0.20917854
Gwadar,2014,0,19.01,6.44,2.06,0.0169,0.25,0,1.16,Balochistan,25.1264,62.3256,10,coastal,0,high,2,3,4.0,12.7684,very_low,1,0.0127216475
Panjgur,2014,0,28.21,6.67,0.16,0.0013,0.16,0,4.67,Balochistan,26.9667,64.0833,969,mountains,1,low,4,1,4.0,0.8628,very_low,1,0.043712094
Chagai,2014,0,28.79,4.75,0.03,0.0002,0.02,0,5.53,Balochistan,29.1,64.52,900,mountains,0,low,4,1,4.0,0.3171,very_low,1,0.004510133
Nushki,2014,0,96.51,16.31,2.55,0.0209,0.82,0,15.74,Balochistan,29.5519,66.0206,1340,mountains,0,low,4,1,4.0,0.9326,very_low,1,0.0020034143
Kharan,2014,0,83.96,11.28,1.74,0.0143,1.28,0,10.55,Balochistan,28.5833,65.4167,900,mountains,0,low,4,1,4.0,0.7864,very_low,1,0.0018874067
Washuk,2014,0,33.67,5.56,0.2,0.0016,0.18,0,5.79,Balochistan,27.5667,64.4667,700,mountains,0,low,4,1,4.0,0.4245,very_low,1,0.0031045158
Awaran,2014,0,32.6,4.83,1.25,0.0102,0.78,0,5.07,Balochistan,26.3597,65.2436,420,mountains,1,medium,4,2,4.0,2.0294,very_low,1,0.0687972
Kech,2014,0,16.3,3.88,0.0,0.0,0.0,0,3.43,Balochistan,26.05,63.05,140,plains,1,medium,1,2,4.0,2.614,very_low,1,0.21595076
Dera Bugti,2014,0,38.7,5.89,17.7,0.1451,5.89,1,11.16,Balochistan,29.0369,69.1583,180,plains,1,medium,1,2,4.0,7.1059,very_low,1,0.025258398
Kohlu,2014,0,50.92,7.15,27.07,0.2219,7.15,1,11.04,Balochistan,29.8942,69.2542,950,mountains,1,low,4,1,4.0,2.0781,very_low,1,0.0024491001
Sibi,2014,0,49.36,9.41,27.44,0.2249,9.41,2,5.73,Balochistan,29.5444,67.8775,133,plains,1,medium,1,2,4.0,13.2289,very_low,1,0.01009334
Ziarat,2014,0,74.86,6.47,16.35,0.134,4.56,0,20.01,Balochistan,30.3819,67.7264,2449,mountains,0,low,4,1,4.0,0.4596,very_low,1,0.0022564651
Pishin,2014,0,81.83,9.94,5.95,0.0488,1.56,0,22.94,Balochistan,30.5758,66.9953,1580,mountains,0,low,4,1,4.0,0.5898,very_low,1,0.01327971
Qilla Abdullah,2014,0,81.83,9.94,5.95,0.0488,1.56,0,22.94,Balochistan,30.6803,66.5806,1200,mountains,0,low,4,1,4.0,0.6767,very_low,1,0.0026332678
Qilla Saifullah,2014,0,72.37,6.36,30.27,0.2481,6.36,2,17.69,Balochistan,30.7039,68.3508,1550,mountains,0,low,4,1,4.0,0.8603,very_low,1,0.0026349751
Loralai,2014,0,74.92,10.55,36.66,0.3005,10.55,1,19.5,Balochistan,30.3722,68.5917,1390,mountains,0,low,4,1,4.0,1.1957,very_low,1,0.012540403
Musakhel,2014,0,67.31,8.98,30.3,0.2484,7.49,2,22.41,Balochistan,30.0,69.75,1050,mountains,1,low,4,1,4.0,2.4146,very_low,1,0.010261936
Barkhan,2014,0,50.92,7.15,27.07,0.2219,7.15,1,11.04,Balochistan,29.8958,69.5264,1000,mountains,1,low,4,1,4.0,2.0255,very_low,1,0.009857328
Harnai,2014,0,58.04,8.51,29.19,0.2393,8.51,2,10.14,Balochistan,30.1,67.93,1100,mountains,1,low,4,1,4.0,2.2624,very_low,1,0.012171569
Sherani,2014,0,129.39,13.69,61.21,0.5017,13.69,3,37.01,Balochistan,31.05,69.95,1650,mountains,0,low,4,1,4.0,1.6885,very_low,1,0.0028985746
Zhob,2014,0,145.86,14.95,55.94,0.4585,14.95,2,39.6,Balochistan,31.3436,69.4486,1405,mountains,1,low,4,1,4.0,3.5451,very_low,1,0.0026170213
Jhal Magsi,2014,0,65.15,7.84,10.64,0.0872,3.67,0,6.92,Balochistan,28.2808,67.7256,62,plains,1,medium,1,2,4.0,11.1192,very_low,1,0.022137012
Khairpur Tamewali,2014,0,147.59,23.03,74.5,0.6107,13.31,4,45.98,Balochistan,29.5694,72.2403,100,plains,1,medium,1,2,4.0,38.5119,low,2,0.0050093713
Mastung,2014,0,87.03,11.68,7.05,0.0578,1.71,0,19.3,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,0.643,very_low,1,0.011701035
Surab,2014,0,100.01,12.34,2.79,0.0229,1.72,0,11.69,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,0.6546,very_low,1,0.0017754997
